Grade Level,Student Number,Gender,Race,Hispanic / Latino,LEP Indicator Code,IEP,Eligible for Free or Reduced Lunch,Has Special Education Enrollment TX,Homeless,Foster Care,Has Active at Risk,Language Description,Status of Enrollment
08 - 08,274238,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,287547,M - Male,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273108,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,276025,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275531,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,282348,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275993,F - Female,Black,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,277758,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274149,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275657,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,270946,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288797,F - Female,White,True,,No,No,No,Homeless,Not Applicable,Yes,ENGLISH,Active
08 - 08,289397,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,284123,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,285120,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273889,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275321,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273903,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,282047,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,279692,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289231,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271948,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275358,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271924,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273139,F - Female,White,True,4,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,275005,F - Female,Pacific Isl,False,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,277810,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,280055,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,288519,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,273895,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,284105,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272846,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273122,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275146,F - Female,White,True,F,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289386,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,282247,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275897,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,282203,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285731,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275721,F - Female,White,True,3,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,272881,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,291201,F - Female,White,True,C,No,No,No,Homeless,Not Applicable,No,SPANISH,Active
08 - 08,284054,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273156,M - Male,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289056,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273877,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272428,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273151,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,287322,F - Female,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,290677,M - Male,White,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271021,F - Female,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272920,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273089,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273374,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,280770,M - Male,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273485,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,288451,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289615,F - Female,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285418,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274905,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273080,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,269914,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,287887,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,281730,M - Male,Black,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,285198,M - Male,White,True,,Yes,No,Yes,Homeless,Not Applicable,Yes,ENGLISH,Active
08 - 08,272903,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,282594,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,276573,F - Female,Black,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274034,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275002,F - Female,Pacific Isl,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,270838,F - Female,White,True,C,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,267853,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274217,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273925,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275142,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,270969,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,289170,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,276224,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273811,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273183,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274458,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,291240,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,289844,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273822,M - Male,White,False,,Yes,No,Yes,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,277046,M - Male,White,False,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,275107,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,281680,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271571,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,275613,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,277811,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274077,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,272866,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,280451,F - Female,White,True,5,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,271376,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274004,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274220,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,274746,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273529,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273644,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288649,M - Male,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,SPANISH,Active
08 - 08,272895,F - Female,Amer Indian,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,274352,M - Male,White,True,,Yes,No,Yes,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,273531,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,No,ENGLISH,Active
08 - 08,288835,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273528,F - Female,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,273044,M - Male,White,True,,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,275472,F - Female,White,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
08 - 08,271449,F - Female,Amer Indian,True,C,No,No,No,Not Applicable,Not Applicable,Yes,ENGLISH,Active
